Handle,Title,Vendor,Type,Tags,Status,Price Range,Compare At Price,Variant Options (Sizes),Variant Count,Total Inventory,Description (Summary),Category,Image Src,Created At,Published
organic-juniper-berries-botanicals,Organic Juniper Berries Botanicals,Divine Organic Ingredients,Botanicals,"Caffeine_Caffeine Free, Category_Botanicals, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Nutty, Flavor_Woody, Format_Dried Botanical",Active,$18.23 - $683.60,,50g | 100g | 250g | 500g | 1kg | 5kg,6,,"Commonly used for culinary purposes, juniper berries are also used for medical purposes such as essential oils making them a perfect addition to tea. Steeping Instructions Bring a cup of freshly drawn cold water to a boil at 100ºC/ 212ºF Infuse tea for 5-6 minutes 1 tablespoon of loose-leaf tea p...",Uncategorized,https://cdn.shopify.com/s/files/1/0506/6965/0095/products/BO.Junipes1.jpg?v=1750439480,2020-12-01 05:33:27 -0800,true
organic-lemon-myrtle-botanicals,Organic Lemon Myrtle Botanicals,Divine Organic Ingredients,Botanicals,"Caffeine_Caffeine Free, Category_Botanicals, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Citrus, Flavor_Floral, Flavor_Fruity, Flavor_Nutty, Flavor_Sweet, Format_Dried Botanical",Active,$29.30 - $1098.64,,50g | 100g | 250g | 500g | 1kg | 5kg,6,,"Native to Australia, lemon myrtle is a flowering plant. Other common names include sweet verbena myrtle or lemon scented verbena. Known for its aroma and flavor, lemon myrtle is often used to enhance food flavor. Steeping Instructions Bring a cup of freshly drawn cold water to a boil at 100ºC/ 21...",Uncategorized,https://cdn.shopify.com/s/files/1/0506/6965/0095/products/BO.Lemonle1.jpg?v=1750439478,2020-12-01 05:33:31 -0800,true
organic-lemon-peel-botanicals,Organic Lemon Peel Botanicals,Divine Organic Ingredients,Botanicals,"Benefit_Immune Support, Caffeine_Caffeine Free, Category_Botanicals, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Citrus, Flavor_Fruity, Flavor_Nutty, Format_Dried Botanical",Active,$16.94 - $634.76,,50g | 100g | 250g | 500g | 1kg | 5kg,6,,"Sliced lemon peels containing an endless list of vitamins, giving you a nutritional boost. Not only rich in flavor, but is a good source of calcium, potassium and Vitamin C. Steeping Instructions Bring a cup of freshly drawn cold water to a boil at 100ºC/ 212ºF Infuse tea for 5-6 minutes 1 tables...",Uncategorized,https://cdn.shopify.com/s/files/1/0506/6965/0095/products/BO.Lemonel1.jpg?v=1750439479,2020-12-01 05:33:29 -0800,true
organic-lemon-verbena-botanicals,Organic Lemon Verbena Botanicals,Divine Organic Ingredients,Botanicals,"Benefit_Digestive Health, Caffeine_Caffeine Free, Category_Botanicals, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Citrus, Flavor_Fruity, Flavor_Herbal, Flavor_Nutty, Format_Dried Botanical, Origin_South America",Active,$16.94 - $634.76,,50g | 100g | 250g | 500g | 1kg | 5kg,6,,"Lemon Verbena is often used as an ingredient in herbal teas, but is also traditionally used to treat digestive disorders. With an overpowering citrus scent, this herb is a plant native to South America. Steeping Instructions Bring a cup of freshly drawn cold water to a boil at 100ºC/ 212ºF Infuse...",Uncategorized,https://cdn.shopify.com/s/files/1/0506/6965/0095/products/BO.Lemonna1.jpg?v=1750439477,2020-12-01 05:33:33 -0800,true
organic-lemongrass-botanicals,Organic Lemongrass Botanicals,Divine Organic Ingredients,Botanicals,"Caffeine_Caffeine Free, Category_Botanicals, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Citrus, Flavor_Fruity, Flavor_Herbal, Flavor_Nutty, Format_Dried Botanical",Active,$16.30 - $71.30,,1kg | 5kg,2,,"Lemongrass herb is that's relatively easy to grow, with a distinct lemon aroma and flavors. Lemongrass tea can be a beneficial drink to infuse with tea as it's full of healthy benefits. Steeping Instructions Bring a cup of freshly drawn cold water to a boil at 100ºC/ 212ºF Infuse tea for 5-6 minu...",Uncategorized,https://cdn.shopify.com/s/files/1/0506/6965/0095/products/BO.Lemonss1.jpg?v=1750439476,2020-12-01 05:33:35 -0800,true
organic-licorice-spice,Organic Licorice Spice,Divine Organic Ingredients,Spices,"Benefit_Anti-Inflammatory, Benefit_Digestive Health, Caffeine_Caffeine Free, Category_Spices, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Minty, Flavor_Spicy, Flavor_Sweet, Format_Whole Spice",Active,$20.01 - $1111.99,,250g | 500g | 1kg | 5kg | 25kg,5,,"Unveil the captivating essence of licorice. Its naturally sweet character with undertones of mint and anise brings a delicate depth to both sweet and savory dishes. While often celebrated in candies, licorice's gentle sweetness also shines in desserts like ice cream, cookies, and cakes. Product F...",,https://cdn.shopify.com/s/files/1/0506/6965/0095/products/SP._20Licoce1.jpg?v=1750439384,2020-12-01 05:36:14 -0800,true
organic-lions-mane-powder,Organic Lion's Mane Powder,Divine Organic Ingredients,Powder,"Caffeine_Light Caffeine, Category_Powder, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Earthy, Format_Powder, Origin_Canada",Active,$20.18 - $3363.73,,50g | 100g | 250g | 500g | 1kg | 5kg | 25kg,7,,"Lion's Mane can be found in North America and Canada and is a mushroom that grows on tree trunks. Lion's Mane Powder has a slight meaty like taste, some might say it tastes like lobster or crab. Enjoy this powder in a warm beverage, a smoothie, a bowl of soup, or in a post workout shake.. Taste N...",,https://cdn.shopify.com/s/files/1/0506/6965/0095/products/IMG_6877.jpg?v=1750439329,2021-08-31 18:59:05 -0700,true
organic-lucumapowder,Organic Lucuma Powder,Divine Organic Ingredients,Powder,"Benefit_Heart Health, Caffeine_Light Caffeine, Category_Powder, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Vegan, Flavor_Chocolatey, Flavor_Citrus, Flavor_Fruity, Flavor_Sweet, Format_Powder, Origin_Canada, Origin_South America",Active,$19.35 - $3009.89,,50g | 100g | 250g | 500g | 1kg | 5kg | 25kg,7,,"Journey to the heart of South America with Lucuma powder, a cherished natural sweetener. Hailing from the golden fruit of lucuma trees, this powder has transformed traditional and contemporary dishes alike with its delightful sweetness and unique flavor profile. Product Features: Nature's Delight...",,https://cdn.shopify.com/s/files/1/0506/6965/0095/products/IMG_6898.jpg?v=1750439318,2021-08-31 19:04:10 -0700,true
organic-maca-powder,Organic Maca Powder,Divine Organic Ingredients,Powder,"Benefit_Adaptogen, Benefit_Energy, Caffeine_Light Caffeine, Category_Powder, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Nutty, Format_Powder",Active,$17.18 - $2002.35,,50g | 100g | 250g | 500g | 1kg | 5kg | 25kg,7,,"From the majestic Andes mountains of Peru emerges Maca, a treasured gem from the mustard plant family. Its distinctive nutty flavor, with subtle undertones reminiscent of butterscotch, is a delightful addition to smoothies and oatmeal. With Divine Organic Ingredients' Organic Maca Powder, you're ...",,https://cdn.shopify.com/s/files/1/0506/6965/0095/products/IMG_6882.jpg?v=1750439327,2021-08-31 19:00:52 -0700,true
organic-maple-sugar,Organic Maple Sugar,Divine Organic Ingredients,Powder,"Caffeine_Light Caffeine, Category_Powder, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Vegan, Flavor_Nutty, Flavor_Sweet, Format_Powder, Origin_Canada",Active,$19.39 - $3181.43,,50g | 100g | 250g | 500g | 1kg | 5kg | 25kg,7,,"Whether for individual or bulk orders, our Organic Maple Sugar promises a wholesome alternative to traditional sweeteners, offering a remarkable blend of taste and health benefits. Trust in Divine Ingredients to provide you with a consistent supply of high-quality, organic maple sugar that's both...",,https://cdn.shopify.com/s/files/1/0506/6965/0095/products/IMG_6918.jpg?v=1750439309,2021-08-31 19:12:20 -0700,true
organic-mesquite-powder,Organic Mesquite Powder,Divine Organic Ingredients,Powder,"Benefit_Protein, Caffeine_Light Caffeine, Category_Powder, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Earthy, Flavor_Nutty, Flavor_Smoky, Flavor_Spicy, Flavor_Sweet, Format_Powder",Active,$16.18 - $2174.16,,50g | 100g | 250g | 500g | 1kg | 5kg | 25kg,7,,"Elevate your culinary creations with our premium Mesquite Powder, capturing the flavors of the Southwest. Crafted from 100% organic mesquite pods, this versatile spice adds a delightful smoky-sweet essence to grilling, rubs, and vegetarian dishes. Experience authentic taste and abundant nutrition...",,https://cdn.shopify.com/s/files/1/0506/6965/0095/products/IMG_6925_ab6d4ca6-a7c7-40b0-a4ee-5f8a32882144.jpg?v=1750439298,2022-01-27 14:50:48 -0800,true
organic-molasses-powder,Organic Molasses Powder,Divine Organic Ingredients,Powder,"Caffeine_Light Caffeine, Category_Powder, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Vegan, Flavor_Nutty, Flavor_Sweet, Format_Powder, Origin_India",Active,$15.51 - $517.36,,500g | 1kg | 5kg | 25kg,4,,"Discover the culinary delight of Divine Ingredients' Organic Molasses Powder. Originating from India, this product infuses dishes with a unique sweet, dark flavor. Our Organic Molasses Powder complements a balanced lifestyle. High in fiber and low in calories, it may contribute to a sense of full...",,https://cdn.shopify.com/s/files/1/0506/6965/0095/products/IMG_6865.jpg?v=1750439334,2021-08-31 18:51:18 -0700,true
organic-moringa-powder,Organic Moringa Powder,Divine Organic Ingredients,Powder,"Benefit_Anti-Inflammatory, Benefit_Antioxidant Rich, Benefit_Protein, Caffeine_Light Caffeine, Category_Powder, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Nutty, Format_Powder",Active,$17.18 - $2387.16,,50g | 100g | 250g | 500g | 1kg | 5kg | 25kg,7,,"Organic Moringa Powder - The Miracle Tree Superfood Experience the incredible nutritional power of our Organic Moringa Powder , made from carefully dried moringa leaves. Known as the ""Miracle Tree,"" moringa delivers more nutrition per gram than most other plants on earth. Exceptional Nutrition Co...",,https://cdn.shopify.com/s/files/1/0506/6965/0095/products/IMG_6827.jpg?v=1750439342,2021-08-31 18:35:25 -0700,true
organic-nettle-leaves-botanicals,Organic Nettle Leaves Botanicals,Divine Organic Ingredients,Botanicals,"Benefit_Anti-Inflammatory, Benefit_Detox, Caffeine_Caffeine Free, Category_Botanicals, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Herbal, Flavor_Nutty, Format_Dried Botanical",Active,$18.75 - $234.38,,250g | 500g | 1kg | 5kg,4,,"Nettle leaves have been a staple herbal medicine. Nettle leaves provide a variety of nutrients including vitamins, minerals, and fats. Steeping Instructions Bring a cup of freshly drawn cold water to a boil at 100ºC/ 212ºF Infuse tea for 5-6 minutes 1 tablespoon of loose-leaf tea per cup The Divi...",Uncategorized,https://cdn.shopify.com/s/files/1/0506/6965/0095/products/BO.Nettles1.jpg?v=1750439474,2020-12-01 05:33:38 -0800,true
organic-nutmeg-spice,Organic Nutmeg Spice,Divine Organic Ingredients,Spices,"Caffeine_Caffeine Free, Category_Spices, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Nutty, Flavor_Spicy, Flavor_Sweet, Format_Ground, Format_Whole Spice",Active,$13.81 - $1534.73,,100g | 250g | 500g | 1kg | 5kg | 25kg,6,,"The allure of Nutmeg lies in its captivating dance of aromas and flavors. Its signature pungent fragrance beckons, while its warm and slightly sweet taste is reminiscent of cozy memories and cherished culinary moments. Product Features: A Symphony of Flavors: Nutmeg introduces a rich palette of t...",,https://cdn.shopify.com/s/files/1/0506/6965/0095/products/SP._20Nutmeg1.jpg?v=1750439382,2020-12-01 05:36:16 -0800,true
organic-orange-peel-botanicals,Organic Orange Peel Botanicals,Divine Organic Ingredients,Botanicals,"Caffeine_Caffeine Free, Category_Botanicals, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Citrus, Flavor_Fruity, Flavor_Herbal, Flavor_Nutty, Format_Dried Botanical, Origin_China",Active,$15.16 - $189.45,,250g | 500g | 1kg | 5kg,4,,"Orange peels, apart from their aroma and flavor, have long been part of Chinese herbal medicines. Steeping Instructions Bring a cup of freshly drawn cold water to a boil at 100ºC/ 212ºF Infuse tea for 5-6 minutes 1 tablespoon of loose-leaf tea per cup The Divine Difference Every batch is independ...",Uncategorized,https://cdn.shopify.com/s/files/1/0506/6965/0095/products/BO.Orangel1.jpg?v=1750439473,2020-12-01 05:33:40 -0800,true
organic-peppermint-leaves-botanicals,Organic Peppermint Leaves Botanicals,Divine Organic Ingredients,Botanicals,"Benefit_Digestive Health, Caffeine_Caffeine Free, Category_Botanicals, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Minty, Flavor_Nutty, Flavor_Spicy, Format_Dried Botanical",Active,$22.26 - $278.33,,250g | 500g | 1kg | 5kg,4,,"Peppermint is a hybrid of watermint and spearmint available in many forms - leaves, oils and capsules. It's known to relieve digestive symptoms and for its distinct mint aroma. Steeping Instructions Bring a cup of freshly drawn cold water to a boil at 100ºC/ 212ºF Infuse tea for 5-6 minutes 1 tab...",Uncategorized,https://cdn.shopify.com/s/files/1/0506/6965/0095/products/BO.Peppees1.jpg?v=1750439472,2020-12-01 05:33:42 -0800,true
organic-pumpkin-powder,Organic Pumpkin Powder,Divine Organic Ingredients,Powder,"Benefit_Antioxidant Rich, Benefit_Digestive Health, Benefit_Energy, Benefit_Immune Support, Benefit_Skin Health, Caffeine_Light Caffeine, Category_Powder, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Vegan, Flavor_Earthy, Flavor_Nutty, Flavor_Sweet, Format_Powder",Active,$17.19 - $954.86,,250g | 500g | 1kg | 5kg | 25kg,5,,"Organic Pumpkin Powder Experience the nourishing benefits of Divine Organic Ingredients' Organic Pumpkin Powder —a nutrient-rich superfood brimming with essential vitamins, minerals, and antioxidants like beta-carotene. This versatile powder is your go-to for adding a nutritional boost to a wide ...",Uncategorized,https://cdn.shopify.com/s/files/1/0506/6965/0095/products/IMG_6842_41ca5736-ca5a-4579-ba56-494c9ef5408f.jpg?v=1750439341,2021-08-31 18:36:22 -0700,true
organic-reishi-mushroom-powder,Organic Reishi Mushroom Powder,Divine Organic Ingredients,Powder,"Benefit_Adaptogen, Benefit_Immune Support, Benefit_Relaxation, Caffeine_Light Caffeine, Category_Powder, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Earthy, Flavor_Nutty, Format_Powder",Active,$21.24 - $3537.33,,50g | 100g | 250g | 500g | 1kg | 5kg | 25kg,7,,"Unlock the potential of ancient wellness with Divine Ingredients' Reishi Mushroom Powder . Known for growing in the hot and humid climates of Asia, Reishi mushrooms have been revered for centuries for their powerful health benefits. This superfood powder brings the earthy, slightly bitter flavor ...",Uncategorized,https://cdn.shopify.com/s/files/1/0506/6965/0095/products/IMG_6875.jpg?v=1750439331,2021-08-31 18:57:49 -0700,true
organic-rhodioba-root-powder,Organic Rhodiola Root Powder,Divine Organic Ingredients,Powder,"Benefit_Adaptogen, Benefit_Relaxation, Caffeine_Light Caffeine, Category_Powder, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Earthy, Flavor_Floral, Flavor_Sweet, Format_Powder",Active,$22.80 - $3797.74,,50g | 100g | 250g | 500g | 1kg | 5kg | 25kg,7,,"Rhodiola grows in the cold, mountainous regions of Europe and Asia. It's delicate sweet rose flavor pairs nicely with a variety of beverages. Organic Rhodiola Root Powder is known to reduces fatigue, relieves stress, and improves overall health. Taste Notes: delicate rose flavor, a sweet and slig...",,https://cdn.shopify.com/s/files/1/0506/6965/0095/products/IMG_6868.jpg?v=1750439332,2021-08-31 18:53:37 -0700,true
organic-rose-petals-botanicals,Organic Rose Petals Botanicals,Divine Organic Ingredients,Botanicals,"Benefit_Antioxidant Rich, Benefit_Skin Health, Caffeine_Caffeine Free, Category_Botanicals, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Floral, Format_Dried Botanical",Active,$13.13 - $37.50,,250g | 500g | 1kg,3,2997,"Roses are amongst the oldest flowers in the world, known for both their fragrance and potential health benefits. Drinking rose tea is a great source of vitamins and antioxidants. The Divine Difference Every batch is independently lab-tested for purity, potency, and safety. USDA Organic & CCOF Cer...",Uncategorized,https://cdn.shopify.com/s/files/1/0506/6965/0095/products/BO.Rose_20ls1.jpg?v=1750439471,2020-12-01 05:33:44 -0800,true
organic-rose-petals-powder,Organic Rose Petals Powder,Divine Organic Ingredients,Powder,"Benefit_Antioxidant Rich, Benefit_Focus, Benefit_Skin Health, Caffeine_Light Caffeine, Category_Powder, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Floral, Format_Powder",Active,$19.06 - $3178.18,,50g | 100g | 250g | 500g | 1kg | 5kg | 25kg,7,,"Drinking rose water can also help you improve your physical and mental health in many ways: created from finest rose petals that are cured to perfection. Organic rose petals powder contain anti-oxidants that fight off free radicals, skin irritants, excess sebum, and germs. Organic Rose Petals Pow...",,https://cdn.shopify.com/s/files/1/0506/6965/0095/products/IMG_6905.jpg?v=1750439312,2021-08-31 19:08:32 -0700,true
organic-rosehips-powder,Organic Rosehips Powder,Divine Organic Ingredients,Powder,"Benefit_Immune Support, Benefit_Skin Health, Caffeine_Light Caffeine, Category_Powder, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Floral, Flavor_Sweet, Format_Powder",Active,$17.18 - $2002.35,,50g | 100g | 250g | 500g | 1kg | 5kg | 25kg,7,,Roseship Powder grows mostly in Europe and parts of Africa and Asia. Rosehips offer a delicate flavor that is perfect to add to your daily tea. This powder has a rich source of Vitamin C and anti-oxidants. Add it to your beverage for a unique floral and slightly sweet flavor with a tart aftertast...,,https://cdn.shopify.com/s/files/1/0506/6965/0095/products/IMG_6900.jpg?v=1750439315,2021-08-31 19:06:49 -0700,true
organic-spearmint-leaves-botanicals,Organic Spearmint Leaves Botanicals,Divine Organic Ingredients,Botanicals,"Caffeine_Caffeine Free, Category_Botanicals, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Minty, Flavor_Nutty, Format_Dried Botanical",Active,$12.89 - $322.26,,100g | 250g | 500g | 1kg | 5kg,5,,"Steeping Instructions For A Divine Cup Heat freshly drawn cold water to 100ºC/ 212ºF Infuse tea for 5-6 minutes 1 tsp per cup The Divine Difference Every batch is independently lab-tested for purity, potency, and safety. USDA Organic & CCOF Certified. No synthetic additives, artificial colors, pr...",,https://cdn.shopify.com/s/files/1/0506/6965/0095/products/BO.Speares1.jpg?v=1750439470,2020-12-01 05:33:46 -0800,true
organic-strawberry-powder,Organic Strawberry Powder,Divine Organic Ingredients,Powder,"Caffeine_Light Caffeine, Category_Powder, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Floral, Flavor_Fruity, Flavor_Herbal, Flavor_Sweet, Format_Powder",Active,$29.30 - $4882.81,,50g | 100g | 250g | 500g | 1kg | 5kg | 25kg,7,,Organic Strawberries are a herbaceous perennial flowering plant that are apart of the rose family. Our organic strawberry powder's sweet and sour flavor make this one of the most popular flavors in our fruit superfood powder collection. Organic Strawberry powder is a convenient and health conscio...,,,2021-02-11 21:36:07 -0800,true
organic-taro-powder,Organic Taro Powder,Divine Organic Ingredients,Powder,"Caffeine_Caffeine Free, Category_Powder, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Earthy, Flavor_Nutty, Format_Powder",Active,$19.39 - $2978.30,,50g | 100g | 250g | 500g | 1kg | 5kg | 25kg,7,69943,"Bring a taste of the tropics to your kitchen with our premium Taro Root Powder. Sourced from nutrient-rich regions of South Asia, this versatile powder is perfect for smoothies, bubble tea, baking, and more. Packed with natural fiber, vitamins, and minerals, taro root supports everyday wellness w...",Uncategorized,https://cdn.shopify.com/s/files/1/0506/6965/0095/files/TaroPowder-Organic.jpg?v=1750439294,2022-01-27 16:57:54 -0800,true
organic-tart-cherries-powder,Organic Tart Cherries Powder,Divine Organic Ingredients,Powder,"Caffeine_Light Caffeine, Category_Powder, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Fruity, Flavor_Sweet, Format_Powder",Active,$24.58 - $4095.06,,50g | 100g | 250g | 500g | 1kg | 5kg | 25kg,7,,"Native to Central Europe, Tart Cherry Powder is made from cherries that are grown organically and sustainably. It's sweet and sour taste is good with oatmeal, smoothies, and teas. Taste Notes: sweet, sour Pairs well with: oatmeal, smoothies, teas The Divine Difference Every batch is independently...",,https://cdn.shopify.com/s/files/1/0506/6965/0095/products/IMG_6853.jpg?v=1750439339,2021-08-31 18:41:22 -0700,true
organic-theanine-powder,Organic Theanine Powder,Divine Organic Ingredients,Powder,"Benefit_Focus, Benefit_Relaxation, Caffeine_Light Caffeine, Category_Powder, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Format_Powder",Draft,$56.81 - $9774.30,,50g | 100g | 250g | 500g | 1kg | 5kg | 25kg,7,,"Organic Theanine Powder is naturally found in the tea plant and has many proved health benefits. This powder is known for reducing stress and boosting relaxation. It's very faint taste makes it compatible in water, in a smoothie, or just add it straight to your cup of coffee. Taste Notes: very fa...",,https://cdn.shopify.com/s/files/1/0506/6965/0095/products/IMG_6912.jpg?v=1750439311,2021-08-31 19:09:50 -0700,false
organic-tulsi-botanicals,Organic Tulsi Botanicals,Divine Organic Ingredients,Botanicals,"Benefit_Adaptogen, Caffeine_Caffeine Free, Category_Botanicals, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Herbal, Flavor_Nutty, Format_Dried Botanical",Active,$20.58 - $90.05,,1kg | 5kg,2,,"Steeping Instructions For A Divine Cup Heat freshly drawn cold water to 100ºC/ 212ºF Infuse tea for 5-6 minutes 1 tsp per cup The Divine Difference Every batch is independently lab-tested for purity, potency, and safety. USDA Organic & CCOF Certified. No synthetic additives, artificial colors, pr...",,https://cdn.shopify.com/s/files/1/0506/6965/0095/products/BO.Tulsisi1.jpg?v=1750439469,2020-12-01 05:33:49 -0800,true
organic-turmeric-herbal-tea,Organic Turmeric Herbal Tea,Divine Organic Ingredients,Herbal Tea,"Benefit_Anti-Inflammatory, Caffeine_Caffeine Free, Category_Herbal Tea, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Herbal, Flavor_Nutty, Flavor_Spicy, Flavor_Sweet, Format_Loose Leaf",Active,$14.85 - $1649.31,,100g | 250g | 500g | 1kg | 5kg | 25kg,6,,"A medium body, well balanced tea with an abundance of complex notes and a sweet finish. With a unique and subtle flavor, this blend brings together a myriad of spices that are also good for your health. Taste Notes Sweet, Pungent, Spicy Ingredients Organic Turmeric and blackpepper Steeping Instru...",,https://cdn.shopify.com/s/files/1/0506/6965/0095/products/HT.Organic1.jpg?v=1750439412,2020-12-01 05:35:24 -0800,true
organic-turmeric-powder,Organic Turmeric Powder,Divine Organic Ingredients,Powder,"Benefit_Anti-Inflammatory, Benefit_Digestive Health, Caffeine_Light Caffeine, Category_Powder, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Earthy, Flavor_Spicy, Flavor_Sweet, Format_Powder",Active,$16.56 - $552.08,,500g | 1kg | 5kg | 25kg,4,,"Native to South Asia, Turmeric is part of the ginger family. Offers a warm, bitter flavor that is commonly used used to flavor curry powders, mustards, butters, and cheeses. Turmeric is great in all recipes. Suitable for culinary use in any recipe. Taste Notes: pungent, earthy-sweet Pairs well wi...",,https://cdn.shopify.com/s/files/1/0506/6965/0095/files/TumericPowder-Organic.jpg?v=1750439351,2021-02-11 21:42:48 -0800,true
organic-turmeric-spice,Organic Turmeric Spice,Divine Organic Ingredients,Spices,"Benefit_Anti-Inflammatory, Benefit_Digestive Health, Benefit_Heart Health, Caffeine_Caffeine Free, Category_Spices, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Citrus, Flavor_Earthy, Flavor_Floral, Flavor_Spicy, Format_Whole Spice",Active,$16.55 - $919.26,,250g | 500g | 1kg | 5kg | 25kg,5,,"Turmeric root, a proud kin of the ginger lineage, unfurls a bold symphony of flavors in your meals. Its peppery notes are skillfully interwoven with hints of floral, citrus, and ginger nuances, making it a prized ingredient in soups, stews, stir-frys, teas, and smoothies. Beyond its flavor magic,...",,https://cdn.shopify.com/s/files/1/0506/6965/0095/products/SP._20Turmic1.jpg?v=1750439381,2020-12-01 05:36:18 -0800,true
